code,ingredient,dosage,name,price
1121001X1018,ブロモバレリル尿素,１ｇ,ブロモバレリル尿素,7.5
1123001X1012,抱水クロラール,１ｇ,抱水クロラール,36.9
1124001B1039,エスタゾラム,１％１ｇ,ユーロジン散１％,39.3
1124001F1022,エスタゾラム,１ｍｇ１錠,ユーロジン１ｍｇ錠,5.9
1124001F1030,エスタゾラム,１ｍｇ１錠,エスタゾラム錠１ｍｇ「アメル」,5.9
1124001F2010,エスタゾラム,２ｍｇ１錠,エスタゾラム２ｍｇ錠,7.3
1124001F2029,エスタゾラム,２ｍｇ１錠,ユーロジン２ｍｇ錠,9.2
1124002M2022,フルラゼパム塩酸塩,１５ｍｇ１カプセル,ダルメートカプセル１５,7.8
1124003B1070,ニトラゼパム,１％１ｇ,ネルボン散１％,11.8
1124003C1092,ニトラゼパム,１％１ｇ,ベンザリン細粒１％,16.2
1124003C1114,ニトラゼパム,１％１ｇ,ニトラゼパム細粒１％「ＴＣＫ」,16.2
1124003F1021,ニトラゼパム,２ｍｇ１錠,ベンザリン錠２,5.9
1124003F2010,ニトラゼパム,５ｍｇ１錠,ニトラゼパム５ｍｇ錠,5.5
1124003F2222,ニトラゼパム,５ｍｇ１錠,ベンザリン錠５,8.4
1124003F2230,ニトラゼパム,５ｍｇ１錠,ネルボン錠５ｍｇ,7.7
1124003F3016,ニトラゼパム,１０ｍｇ１錠,ニトラゼパム１０ｍｇ錠,5.7
1124003F3083,ニトラゼパム,１０ｍｇ１錠,ネルボン錠１０ｍｇ,13.2
1124003F3121,ニトラゼパム,１０ｍｇ１錠,ベンザリン錠１０,13.2
1124005C1032,ハロキサゾラム,１％１ｇ,ソメリン細粒１％,19.7
1124005F1020,ハロキサゾラム,５ｍｇ１錠,ソメリン錠５ｍｇ,13.4
1124005F2027,ハロキサゾラム,１０ｍｇ１錠,ソメリン錠１０ｍｇ,17.9
1124007F1011,トリアゾラム,０．１２５ｍｇ１錠,トリアゾラム０．１２５ｍｇ錠,5.7
1124007F1020,トリアゾラム,０．１２５ｍｇ１錠,ハルシオン０．１２５ｍｇ錠,5.9
1124007F2018,トリアゾラム,０．２５ｍｇ１錠,トリアゾラム０．２５ｍｇ錠,5.9
1124007F2026,トリアゾラム,０．２５ｍｇ１錠,ハルシオン０．２５ｍｇ錠,8.8
1124008F1016,フルニトラゼパム,１ｍｇ１錠,フルニトラゼパム１ｍｇ錠,5.7
1124008F1024,フルニトラゼパム,１ｍｇ１錠,サイレース錠１ｍｇ,8.4
1124008F2012,フルニトラゼパム,２ｍｇ１錠,フルニトラゼパム２ｍｇ錠,5.9
1124008F2020,フルニトラゼパム,２ｍｇ１錠,サイレース錠２ｍｇ,9.6
1124009F1010,ブロチゾラム,０．２５ｍｇ１錠,ブロチゾラム０．２５ｍｇ錠,10.1
1124009F1223,ブロチゾラム,０．２５ｍｇ１錠,レンドルミン錠０．２５ｍｇ,12.5
1124009F2017,ブロチゾラム,０．２５ｍｇ１錠,ブロチゾラム０．２５ｍｇ口腔内崩壊錠,10.1
1124009F2025,ブロチゾラム,０．２５ｍｇ１錠,レンドルミンＤ錠０．２５ｍｇ,12.5
1124010F1021,ロルメタゼパム,１ｍｇ１錠,エバミール錠１．０,12.6
1124010F1030,ロルメタゼパム,１ｍｇ１錠,ロラメット錠１．０,14.7
1124013B1031,オキサゾラム,１０％１ｇ,セレナール散１０％,25.1
1124013F1033,オキサゾラム,５ｍｇ１錠,セレナール錠５,5.7
1124013F2064,オキサゾラム,１０ｍｇ１錠,セレナール錠１０,5.8
1124014B1036,クロキサゾラム,１％１ｇ,セパゾン散１％,18.7
1124014F1038,クロキサゾラム,１ｍｇ１錠,セパゾン錠１,5.7
1124014F2034,クロキサゾラム,２ｍｇ１錠,セパゾン錠２,5.8
1124015M2038,クロラゼプ酸二カリウム,７．５ｍｇ１カプセル,メンドンカプセル７．５ｍｇ,10.1
1124017B1129,ジアゼパム,１％１ｇ,セルシン散１％,10.7
1124017B1137,ジアゼパム,１％１ｇ,ジアゼパム散１％「アメル」,6.3
1124017B1145,ジアゼパム,１％１ｇ,ホリゾン散１％,11.5
1124017F2011,ジアゼパム,２ｍｇ１錠,ジアゼパム２ｍｇ錠,5.7
1124017F2135,ジアゼパム,２ｍｇ１錠,２ｍｇセルシン錠,6.0
1124017F2151,ジアゼパム,２ｍｇ１錠,ホリゾン錠２ｍｇ,6.0
1124017F4014,ジアゼパム,５ｍｇ１錠,ジアゼパム５ｍｇ錠,5.8
1124017F4049,ジアゼパム,５ｍｇ１錠,５ｍｇセルシン錠,9.4
1124017F4162,ジアゼパム,５ｍｇ１錠,ホリゾン錠５ｍｇ,9.4
1124017F5037,ジアゼパム,１０ｍｇ１錠,１０ｍｇセルシン錠,12.1
1124017F5096,ジアゼパム,１０ｍｇ１錠,ジアゼパム錠１０ｍｇ「ツルハラ」,5.7
1124017Q1032,ジアゼパム,０．１％１ｍＬ,セルシンシロップ０．１％,12.6
1124020C1045,ブロマゼパム,１％１ｇ,レキソタン細粒１％,15.9
1124020C1061,ブロマゼパム,１％１ｇ,ブロマゼパム細粒１％「サンド」,16.3
1124020F1025,ブロマゼパム,１ｍｇ１錠,レキソタン錠１,5.7
1124020F1041,ブロマゼパム,１ｍｇ１錠,ブロマゼパム錠１ｍｇ「サンド」,5.7
1124020F2030,ブロマゼパム,２ｍｇ１錠,レキソタン錠２,5.9
1124020F2056,ブロマゼパム,２ｍｇ１錠,ブロマゼパム錠２ｍｇ「サンド」,5.7
1124020F3044,ブロマゼパム,３ｍｇ１錠,ブロマゼパム錠３ｍｇ「サンド」,5.9
1124020F4016,ブロマゼパム,５ｍｇ１錠,ブロマゼパム５ｍｇ錠,5.9
1124020F4032,ブロマゼパム,５ｍｇ１錠,レキソタン錠５,7.8
1124021F1046,メダゼパム,２ｍｇ１錠,メダゼパム錠２（ツルハラ）,8.6
1124021F1054,メダゼパム,２ｍｇ１錠,レスミット錠２,5.7
1124021F2123,メダゼパム,５ｍｇ１錠,メダゼパム錠５（ツルハラ）,5.7
1124021F2166,メダゼパム,５ｍｇ１錠,レスミット錠５,5.7
1124022F1067,ロラゼパム,０．５ｍｇ１錠,ワイパックス錠０．５,5.9
1124022F1083,ロラゼパム,０．５ｍｇ１錠,ロラゼパム錠０．５ｍｇ「サワイ」,5.1
1124022F2012,ロラゼパム,１ｍｇ１錠,ロラゼパム１ｍｇ錠,5.7
1124022F2071,ロラゼパム,１ｍｇ１錠,ワイパックス錠１．０,6.4
1124023F1010,アルプラゾラム,０．４ｍｇ１錠,アルプラゾラム０．４ｍｇ錠,5.7
1124023F1029,アルプラゾラム,０．４ｍｇ１錠,コンスタン０．４ｍｇ錠,5.9
1124023F1037,アルプラゾラム,０．４ｍｇ１錠,ソラナックス０．４ｍｇ錠,5.9
1124023F2017,アルプラゾラム,０．８ｍｇ１錠,アルプラゾラム０．８ｍｇ錠,5.9
1124023F2025,アルプラゾラム,０．８ｍｇ１錠,コンスタン０．８ｍｇ錠,8.6
1124023F2033,アルプラゾラム,０．８ｍｇ１錠,ソラナックス０．８ｍｇ錠,8.6
1124023F2084,アルプラゾラム,０．８ｍｇ１錠,アルプラゾラム錠０．８ｍｇ「アメル」,8.9
1124024C1035,フルタゾラム,１％１ｇ,コレミナール細粒１％,10.8
1124024F1031,フルタゾラム,４ｍｇ１錠,コレミナール錠４ｍｇ,6.6
1124025C1030,メキサゾラム,０．１％１ｇ,メレックス細粒０．１％,11.8
1124025F1028,メキサゾラム,０．５ｍｇ１錠,メレックス錠０．５ｍｇ,5.9
1124025F2024,メキサゾラム,１ｍｇ１錠,メレックス錠１ｍｇ,9.2
1124026C1115,トフィソパム,１０％１ｇ,トフィソパム細粒１０％「ツルハラ」,10.4
1124026F1014,トフィソパム,５０ｍｇ１錠,トフィソパム５０ｍｇ錠,5.9
1124026F1022,トフィソパム,５０ｍｇ１錠,グランダキシン錠５０,9.1
1124028B1011,クロルジアゼポキシド,１％１ｇ,クロルジアゼポキシド散,7.5
1124028B1062,クロルジアゼポキシド,１％１ｇ,クロルジアゼポキシド散１％「ツルハラ」,11.0
1124028B2018,クロルジアゼポキシド,１０％１ｇ,クロルジアゼポキシド散,32.8
1124028F1013,クロルジアゼポキシド,５ｍｇ１錠,クロルジアゼポキシド錠,9.8
1124028F2010,クロルジアゼポキシド,１０ｍｇ１錠,クロルジアゼポキシド錠,9.8
1124029C1038,ロフラゼプ酸エチル,１％１ｇ,メイラックス細粒１％,138.2
1124029F1018,ロフラゼプ酸エチル,１ｍｇ１錠,ロフラゼプ酸エチル１ｍｇ錠,5.9
1124029F1026,ロフラゼプ酸エチル,１ｍｇ１錠,メイラックス錠１ｍｇ,10.4
1124029F2014,ロフラゼプ酸エチル,２ｍｇ１錠,ロフラゼプ酸エチル２ｍｇ錠,9.3
1124029F2022,ロフラゼプ酸エチル,２ｍｇ１錠,メイラックス錠２ｍｇ,16.6
1124030F1010,クアゼパム,１５ｍｇ１錠,クアゼパム１５ｍｇ錠,23.1
1124030F1029,クアゼパム,１５ｍｇ１錠,ドラール錠１５,48.3
1124030F1037,クアゼパム,１５ｍｇ１錠,クアゼパム錠１５ｍｇ「ＭＮＰ」,30.2
1124030F1061,クアゼパム,１５ｍｇ１錠,クアゼパム錠１５ｍｇ「トーワ」,30.2
1124030F1070,クアゼパム,１５ｍｇ１錠,クアゼパム錠１５ｍｇ「日医工」,30.2
1124030F2017,クアゼパム,２０ｍｇ１錠,クアゼパム２０ｍｇ錠,28.9
1124030F2025,クアゼパム,２０ｍｇ１錠,ドラール錠２０,59.8
1124030F2033,クアゼパム,２０ｍｇ１錠,クアゼパム錠２０ｍｇ「ＭＮＰ」,35.7
1124030F2050,クアゼパム,２０ｍｇ１錠,クアゼパム錠２０ｍｇ「トーワ」,35.7
1124030F2084,クアゼパム,２０ｍｇ１錠,クアゼパム錠２０ｍｇ「日医工」,35.7
1125001X1017,アモバルビタール,１ｇ,アモバルビタール,39.5
1125002X1011,バルビタール,１ｇ,バルビタール,10.0
1125003B2015,フェノバルビタール,１０％１ｇ,フェノバルビタール散１０％,7.3
1125003B2031,フェノバルビタール,１０％１ｇ,フェノバール散１０％,7.5
1125003B2139,フェノバルビタール,１０％１ｇ,フェノバルビタール散１０％「マルイシ」,7.5
1125003B2163,フェノバルビタール,１０％１ｇ,フェノバルビタール散１０％「シオエ」,7.5
1125003X1016,フェノバルビタール,１ｇ,フェノバルビタール,37.4
1125003X1164,フェノバルビタール,１ｇ,フェノバルビタール「ホエイ」原末,46.3
1125004F1023,フェノバルビタール,３０ｍｇ１錠,フェノバール錠３０ｍｇ,7.0
1125004S1030,フェノバルビタール,０．４％１ｍＬ,フェノバールエリキシル０．４％,2.8
1125006F1030,ペントバルビタールカルシウム,５０ｍｇ１錠,ラボナ錠５０ｍｇ,8.9
1126001X1014,臭化カリウム,１０ｇ,臭化カリウム,82.6
1126002X1019,臭化ナトリウム,１０ｇ,臭化ナトリウム,83.5
1129004Q1031,トリクロホスナトリウム,１０％１ｍＬ,トリクロリールシロップ１０％,10.2
1129006F1021,リルマザホン塩酸塩水和物,１ｍｇ１錠,リスミー錠１ｍｇ,11.0
1129006F2028,リルマザホン塩酸塩水和物,２ｍｇ１錠,リスミー錠２ｍｇ,18.1
1129007F1018,ゾピクロン,７．５ｍｇ１錠,ゾピクロン７．５ｍｇ錠,6.5
1129007F1026,ゾピクロン,７．５ｍｇ１錠,アモバン錠７．５,12.3
1129007F2014,ゾピクロン,１０ｍｇ１錠,ゾピクロン１０ｍｇ錠,7.3
1129007F2022,ゾピクロン,１０ｍｇ１錠,アモバン錠１０,13.7
1129008F1012,タンドスピロンクエン酸塩,５ｍｇ１錠,タンドスピロンクエン酸塩５ｍｇ錠,5.9
1129008F1039,タンドスピロンクエン酸塩,５ｍｇ１錠,セディール錠５ｍｇ,9.7
1129008F2019,タンドスピロンクエン酸塩,１０ｍｇ１錠,タンドスピロンクエン酸塩１０ｍｇ錠,10.1
1129008F2035,タンドスピロンクエン酸塩,１０ｍｇ１錠,セディール錠１０ｍｇ,17.2
1129008F3015,タンドスピロンクエン酸塩,２０ｍｇ１錠,タンドスピロンクエン酸塩２０ｍｇ錠,19.5
1129008F3023,タンドスピロンクエン酸塩,２０ｍｇ１錠,セディール錠２０ｍｇ,30.1
1129009F1017,ゾルピデム酒石酸塩,５ｍｇ１錠,ゾルピデム酒石酸塩５ｍｇ錠,10.1
1129009F1025,ゾルピデム酒石酸塩,５ｍｇ１錠,マイスリー錠５ｍｇ,20.6
1129009F1297,ゾルピデム酒石酸塩,５ｍｇ１錠,ゾルピデム酒石酸塩錠５ｍｇ「日医工」,11.0
1129009F2013,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩１０ｍｇ錠,10.1
1129009F2021,ゾルピデム酒石酸塩,１０ｍｇ１錠,マイスリー錠１０ｍｇ,31.0
1129009F2048,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,15.0
1129009F2064,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,12.3
1129009F2110,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＪＧ」,14.2
1129009F2161,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,12.3
1129009F2170,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,12.3
1129009F2188,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,12.3
1129009F2218,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,12.3
1129009F2234,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,15.0
1129009F2242,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,12.3
1129009F2269,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,12.3
1129009F2285,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,14.2
1129009F2293,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,15.0
1129009F2307,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,12.3
1129009F2331,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,14.2
1129009F2358,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＭＰ」,12.3
1129009F2366,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰＩ」,15.0
1129009F2374,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＩＧ」,14.2
1129009F3010,ゾルピデム酒石酸塩,５ｍｇ１錠,ゾルピデム酒石酸塩５ｍｇ口腔内崩壊錠,10.1
1129009F3052,ゾルピデム酒石酸塩,５ｍｇ１錠,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,13.8
1129009F3079,ゾルピデム酒石酸塩,５ｍｇ１錠,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「日医工」,11.0
1129009F4040,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,12.3
1129009F4059,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,23.4
1129009F4067,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,14.2
1129009F4075,ゾルピデム酒石酸塩,１０ｍｇ１錠,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「日医工」,15.0
1129009S1023,ゾルピデム酒石酸塩,５ｍｇ１ｍＬ１包,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,33.4
1129009S2020,ゾルピデム酒石酸塩,１０ｍｇ２ｍＬ１包,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,40.4
1129010F1010,エスゾピクロン,１ｍｇ１錠,エスゾピクロン１ｍｇ錠,8.9
1129010F1028,エスゾピクロン,１ｍｇ１錠,ルネスタ錠１ｍｇ,32.6
1129010F1044,エスゾピクロン,１ｍｇ１錠,エスゾピクロン錠１ｍｇ「ＫＭＰ」,10.1
1129010F1052,エスゾピクロン,１ｍｇ１錠,エスゾピクロン錠１ｍｇ「ＮＰＩ」,10.1
1129010F1079,エスゾピクロン,１ｍｇ１錠,エスゾピクロン錠１ｍｇ「ＹＤ」,10.1
1129010F1150,エスゾピクロン,１ｍｇ１錠,エスゾピクロン錠１ｍｇ「明治」,10.1
1129010F2016,エスゾピクロン,２ｍｇ１錠,エスゾピクロン２ｍｇ錠,14.4
1129010F2024,エスゾピクロン,２ｍｇ１錠,ルネスタ錠２ｍｇ,52.8
1129010F2040,エスゾピクロン,２ｍｇ１錠,エスゾピクロン錠２ｍｇ「ＫＭＰ」,16.4
1129010F2059,エスゾピクロン,２ｍｇ１錠,エスゾピクロン錠２ｍｇ「ＮＰＩ」,16.4
1129010F2156,エスゾピクロン,２ｍｇ１錠,エスゾピクロン錠２ｍｇ「明治」,16.4
1129010F3012,エスゾピクロン,３ｍｇ１錠,エスゾピクロン３ｍｇ錠,17.7
1129010F3020,エスゾピクロン,３ｍｇ１錠,ルネスタ錠３ｍｇ,63.7
1129010F3047,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「ＫＭＰ」,20.2
1129010F3055,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「ＮＰＩ」,20.2
1129010F3071,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「ＹＤ」,21.4
1129010F3080,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「アメル」,20.2
1129010F3098,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「杏林」,20.2
1129010F3128,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「トーワ」,20.2
1129010F3136,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「日新」,20.2
1129010F3152,エスゾピクロン,３ｍｇ１錠,エスゾピクロン錠３ｍｇ「明治」,20.2
1131001A1038,アセチルフェネトライド,１ｇ,クランポール末,126.6
1131001F1035,アセチルフェネトライド,２００ｍｇ１錠,クランポール錠２００ｍｇ,42.9
1132001A1035,エトトイン,１ｇ,アクセノン末,201.2
1132002B1019,フェニトイン,１０％１ｇ,フェニトイン散,12.1
1132002F1010,フェニトイン,２５ｍｇ１錠,フェニトイン錠,11.9
1132002F1037,フェニトイン,２５ｍｇ１錠,アレビアチン錠２５ｍｇ,12.1
1132002F2017,フェニトイン,１００ｍｇ１錠,フェニトイン錠,12.8
1132002F2041,フェニトイン,１００ｍｇ１錠,アレビアチン錠１００ｍｇ,12.9
1133002B1032,トリメタジオン,６６．７％１ｇ,ミノアレ散６６．７％,36.2
1135002C1059,プリミドン,９９．５％１ｇ,プリミドン細粒９９．５％「日医工」,55.7
1135002F1055,プリミドン,２５０ｍｇ１錠,プリミドン錠２５０ｍｇ「日医工」,17.3
1137001F1039,スルチアム,５０ｍｇ１錠,オスポロット錠５０ｍｇ,12.5
1137001F2035,スルチアム,２００ｍｇ１錠,オスポロット錠２００ｍｇ,41.1
1139001B1031,エトスクシミド,５０％１ｇ,エピレオプチマル散５０％,27.9
1139001Q1042,エトスクシミド,５％１ｍＬ,ザロンチンシロップ５％,6.7
1139002C1066,カルバマゼピン,５０％１ｇ,カルバマゼピン細粒５０％「アメル」,22.2
1139002C1082,カルバマゼピン,５０％１ｇ,テグレトール細粒５０％,22.2
1139002C1090,カルバマゼピン,５０％１ｇ,カルバマゼピン細粒５０％「フジナガ」,22.2
1139002F1062,カルバマゼピン,２００ｍｇ１錠,テグレトール錠２００ｍｇ,8.2
1139002F1070,カルバマゼピン,２００ｍｇ１錠,カルバマゼピン錠２００ｍｇ「アメル」,10.0
1139002F1100,カルバマゼピン,２００ｍｇ１錠,カルバマゼピン錠２００ｍｇ「フジナガ」,8.3
1139002F2018,カルバマゼピン,１００ｍｇ１錠,カルバマゼピン１００ｍｇ錠,5.7
1139002F2026,カルバマゼピン,１００ｍｇ１錠,テグレトール錠１００ｍｇ,5.9
1139003C1044,クロナゼパム,０．１％１ｇ,リボトリール細粒０．１％,9.1
1139003C1052,クロナゼパム,０．１％１ｇ,ランドセン細粒０．１％,9.0
1139003C2040,クロナゼパム,０．５％１ｇ,リボトリール細粒０．５％,37.3
1139003C2059,クロナゼパム,０．５％１ｇ,ランドセン細粒０．５％,35.5
1139003F1040,クロナゼパム,０．５ｍｇ１錠,リボトリール錠０．５ｍｇ,9.3
1139003F1059,クロナゼパム,０．５ｍｇ１錠,ランドセン錠０．５ｍｇ,9.3
1139003F2047,クロナゼパム,１ｍｇ１錠,リボトリール錠１ｍｇ,10.1
1139003F2055,クロナゼパム,１ｍｇ１錠,ランドセン錠１ｍｇ,10.1
1139003F3043,クロナゼパム,２ｍｇ１錠,リボトリール錠２ｍｇ,14.9
1139003F3051,クロナゼパム,２ｍｇ１錠,ランドセン錠２ｍｇ,15.8
1139004C1049,バルプロ酸ナトリウム,２０％１ｇ,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,18.1
1139004C1057,バルプロ酸ナトリウム,２０％１ｇ,デパケン細粒２０％,14.4
1139004C2061,バルプロ酸ナトリウム,４０％１ｇ,デパケン細粒４０％,20.2
1139004C2070,バルプロ酸ナトリウム,４０％１ｇ,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,25.9
1139004D1052,バルプロ酸ナトリウム,４０％１ｇ,セレニカＲ顆粒４０％,36.7
1139004D1087,バルプロ酸ナトリウム,４０％１ｇ,バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」,28.5
1139004F1010,バルプロ酸ナトリウム,１００ｍｇ１錠,バルプロ酸ナトリウム１００ｍｇ錠,9.3
1139004F1096,バルプロ酸ナトリウム,１００ｍｇ１錠,デパケン錠１００ｍｇ,10.1
1139004F1118,バルプロ酸ナトリウム,１００ｍｇ１錠,バルプロ酸Ｎａ錠１００ｍｇ「フジナガ」,10.1
1139004F2165,バルプロ酸ナトリウム,２００ｍｇ１錠,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,14.3
1139004F2173,バルプロ酸ナトリウム,２００ｍｇ１錠,デパケン錠２００ｍｇ,10.1
1139004F2190,バルプロ酸ナトリウム,２００ｍｇ１錠,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,11.5
1139004F2203,バルプロ酸ナトリウム,２００ｍｇ１錠,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」,14.3
1139004G1016,バルプロ酸ナトリウム,１００ｍｇ１錠,バルプロ酸ナトリウム１００ｍｇ徐放錠,6.9
1139004G1040,バルプロ酸ナトリウム,１００ｍｇ１錠,デパケンＲ錠１００ｍｇ,9.5
1139004G1067,バルプロ酸ナトリウム,１００ｍｇ１錠,バルプロ酸ナトリウムＳＲ錠１００ｍｇ「アメル」,9.7
1139004G2012,バルプロ酸ナトリウム,２００ｍｇ１錠,バルプロ酸ナトリウム２００ｍｇ徐放錠,10.1
1139004G2039,バルプロ酸ナトリウム,２００ｍｇ１錠,セレニカＲ錠２００ｍｇ,11.3
1139004G2055,バルプロ酸ナトリウム,２００ｍｇ１錠,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,12.3
1139004G2063,バルプロ酸ナトリウム,２００ｍｇ１錠,デパケンＲ錠２００ｍｇ,11.6
1139004G3027,バルプロ酸ナトリウム,４００ｍｇ１錠,セレニカＲ錠４００ｍｇ,18.1
1139004Q1011,バルプロ酸ナトリウム,５％１ｍＬ,バルプロ酸ナトリウム５％シロップ,6.8
1139004Q1100,バルプロ酸ナトリウム,５％１ｍＬ,デパケンシロップ５％,7.7
1139004Q1119,バルプロ酸ナトリウム,５％１ｍＬ,バルプロ酸ナトリウムシロップ５％「日医工」,9.3
1139005B1013,ゾニサミド,２０％１ｇ,ゾニサミド２０％散,25.6
1139005B1048,ゾニサミド,２０％１ｇ,エクセグラン散２０％,33.4
1139005F1015,ゾニサミド,１００ｍｇ１錠,ゾニサミド１００ｍｇ錠,11.7
1139005F1023,ゾニサミド,１００ｍｇ１錠,エクセグラン錠１００ｍｇ,16.8
1139006C1030,クロバザム,１％１ｇ,マイスタン細粒１％,25.2
1139006F1028,クロバザム,５ｍｇ１錠,マイスタン錠５ｍｇ,15.8
1139006F2024,クロバザム,１０ｍｇ１錠,マイスタン錠１０ｍｇ,27.8
1139007F1022,ガバペンチン,２００ｍｇ１錠,ガバペン錠２００ｍｇ,25.6
1139007F2029,ガバペンチン,３００ｍｇ１錠,ガバペン錠３００ｍｇ,33.2
1139007F3025,ガバペンチン,４００ｍｇ１錠,ガバペン錠４００ｍｇ,42.3
1139007Q1023,ガバペンチン,５％１ｍＬ,ガバペンシロップ５％,17.0
1139008C1020,トピラマート,１０％１ｇ,トピナ細粒１０％,124.7
1139008F1027,トピラマート,５０ｍｇ１錠,トピナ錠５０ｍｇ,51.6
1139008F1035,トピラマート,５０ｍｇ１錠,トピラマート錠５０ｍｇ「アメル」,21.0
1139008F2023,トピラマート,１００ｍｇ１錠,トピナ錠１００ｍｇ,86.3
1139008F2031,トピラマート,１００ｍｇ１錠,トピラマート錠１００ｍｇ「アメル」,32.2
1139008F3020,トピラマート,２５ｍｇ１錠,トピナ錠２５ｍｇ,28.0
1139008F3038,トピラマート,２５ｍｇ１錠,トピラマート錠２５ｍｇ「アメル」,11.1
1139009F1013,ラモトリギン,２ｍｇ１錠,ラモトリギン２ｍｇ錠,5.9
1139009F1021,ラモトリギン,２ｍｇ１錠,ラミクタール錠小児用２ｍｇ,5.9
1139009F2010,ラモトリギン,５ｍｇ１錠,ラモトリギン５ｍｇ錠,5.9
1139009F2028,ラモトリギン,５ｍｇ１錠,ラミクタール錠小児用５ｍｇ,10.5
1139009F3016,ラモトリギン,２５ｍｇ１錠,ラモトリギン２５ｍｇ錠,8.5
1139009F3024,ラモトリギン,２５ｍｇ１錠,ラミクタール錠２５ｍｇ,34.2
1139009F3032,ラモトリギン,２５ｍｇ１錠,ラモトリギン錠２５ｍｇ「ＪＧ」,27.6
1139009F3040,ラモトリギン,２５ｍｇ１錠,ラモトリギン錠２５ｍｇ「アメル」,13.0
1139009F3059,ラモトリギン,２５ｍｇ１錠,ラモトリギン錠２５ｍｇ「サワイ」,13.0
1139009F3067,ラモトリギン,２５ｍｇ１錠,ラモトリギン錠２５ｍｇ「トーワ」,13.0
1139009F4020,ラモトリギン,１００ｍｇ１錠,ラミクタール錠１００ｍｇ,89.2
1139009F4039,ラモトリギン,１００ｍｇ１錠,ラモトリギン錠１００ｍｇ「ＪＧ」,75.0
1139009F4047,ラモトリギン,１００ｍｇ１錠,ラモトリギン錠１００ｍｇ「アメル」,32.2
1139009F4055,ラモトリギン,１００ｍｇ１錠,ラモトリギン錠１００ｍｇ「サワイ」,32.2
1139009F4063,ラモトリギン,１００ｍｇ１錠,ラモトリギン錠１００ｍｇ「トーワ」,32.2
